Orthogroup	Desmarestia-dudresnayi_BRAKER_proteins	Desmarestia-herbacea_MALE_proteins	PUBLIC_Ectocarpus-sp7_proteins	PUBLIC_Undaria-pinnatifida_MALE.pep	Schizocladia-ischiensis_proteins	Scytosiphon-promiscuus_MALE_proteins
OG0001901	Ddudresnayi_g28017.t1	prot_D-herbacea_M_contig39.9904.1, prot_D-herbacea_M_contig39.9905.1	Ec-14_001050.1, Ec-14_001050.3, Ec-27_000410.1	Upin_00001254	prot_S-ischiensis_contig3.9367.1	prot_S-promiscuus_M_contig1.515.1
OG0001902	Ddudresnayi_g28060.t1	prot_D-herbacea_M_contig39.9944.1, prot_D-herbacea_M_contig39.9945.1, prot_D-herbacea_M_contig39.9946.1	Ec-27_001190.1	Upin_00001274, Upin_00002018		prot_S-promiscuus_M_contig1.591.1, prot_S-promiscuus_M_contig1.592.1
OG0001903	Ddudresnayi_g28061.t1, Ddudresnayi_g28062.t1	prot_D-herbacea_M_contig39.9947.1	Ec-27_001040.1, Ec-27_001040.2, Ec-27_001040.3	Upin_00001639	prot_S-ischiensis_contig3.9276.1	prot_S-promiscuus_M_contig1.587.1
OG0001904	Ddudresnayi_g28105.t1, Ddudresnayi_g28106.t1	prot_D-herbacea_M_contig275.7478.1	Ec-27_001360.1, Ec-27_001430.1	Upin_00002004	prot_S-ischiensis_contig3.9011.1	prot_S-promiscuus_M_contig1.625.1, prot_S-promiscuus_M_contig1.648.1
OG0001905	Ddudresnayi_g28137.t1	prot_D-herbacea_M_contig309.8331.1	Ec-07_002180.1, Ec-16_000910.1, Ec-16_000910.2	Upin_00001667	prot_S-ischiensis_contig10.1649.1	prot_S-promiscuus_M_contig1.662.1, prot_S-promiscuus_M_contig24.7184.1
OG0001906	Ddudresnayi_g28185.t1, Ddudresnayi_g28186.t1	prot_D-herbacea_M_contig27.7361.1, prot_D-herbacea_M_contig27.7362.1	Ec-27_002590.1	Upin_00001185	prot_S-ischiensis_contig3.9593.1	prot_S-promiscuus_M_contig13.2149.1, prot_S-promiscuus_M_contig13.2150.1
OG0001907	Ddudresnayi_g28247.t1	prot_D-herbacea_M_contig27.7293.1	Ec-27_003480.1, Ec-27_003480.2, Ec-27_003480.3, Ec-27_003480.4	Upin_00001156	prot_S-ischiensis_contig3.8995.1	prot_S-promiscuus_M_contig13.2202.1
OG0001908	Ddudresnayi_g28249.t1	prot_D-herbacea_M_contig27.7290.1, prot_D-herbacea_M_contig27.7291.1	Ec-27_003500.1, Ec-27_003510.1, Ec-27_003510.2	Upin_00001154	prot_S-ischiensis_contig3.9311.1	prot_S-promiscuus_M_contig13.2200.1
OG0001909	Ddudresnayi_g28329.t1, Ddudresnayi_g28330.t1, Ddudresnayi_g28343.t1	prot_D-herbacea_M_contig71.14321.1, prot_D-herbacea_M_contig71.14337.1	Ec-06_009900.1	Upin_00013042	prot_S-ischiensis_contig21.6454.1	prot_S-promiscuus_M_contig3.8801.1
OG0001910	Ddudresnayi_g28375.t1, Ddudresnayi_g28375.t2	prot_D-herbacea_M_contig399.10053.1	Ec-06_008430.1, Ec-06_008430.2	Upin_00012620	prot_S-ischiensis_contig21.6554.1, prot_S-ischiensis_contig21.6556.1	prot_S-promiscuus_M_contig3.8931.1
OG0001911	Ddudresnayi_g28393.t1, Ddudresnayi_g28394.t1	prot_D-herbacea_M_contig182.4328.1	Ec-06_009310.1, Ec-06_009310.3	Upin_00012985	prot_S-ischiensis_contig2.5705.1, prot_S-ischiensis_contig2.5708.1	prot_S-promiscuus_M_contig3.8847.1
OG0001912	Ddudresnayi_g28434.t1	prot_D-herbacea_M_contig378.9678.1, prot_D-herbacea_M_contig378.9679.1, prot_D-herbacea_M_contig378.9680.1	Ec-06_010870.1	Upin_00012684	prot_S-ischiensis_contig21.6500.1, prot_S-ischiensis_contig21.6501.1	prot_S-promiscuus_M_contig3.8706.1
OG0001913	Ddudresnayi_g28445.t1, Ddudresnayi_g28445.t2	prot_D-herbacea_M_contig424.10676.1	Ec-10_000040.1, Ec-10_000040.2, Ec-10_000040.4	Upin_00014384	prot_S-ischiensis_contig74.18822.1	prot_S-promiscuus_M_contig48.14130.1
OG0001914	Ddudresnayi_g28478.t1, Ddudresnayi_g29482.t1		Ec-10_000380.1, Ec-10_000390.1	Upin_00014643	prot_S-ischiensis_contig43.12922.1	prot_S-promiscuus_M_contig48.14100.1, prot_S-promiscuus_M_contig48.14101.1, prot_S-promiscuus_M_contig48.14102.1
OG0001915	Ddudresnayi_g28555.t1	prot_D-herbacea_M_contig381.9771.1, prot_D-herbacea_M_contig381.9773.1, prot_D-herbacea_M_contig381.9774.1	Ec-10_000790.1	Upin_00014666	prot_S-ischiensis_contig67.17560.1, prot_S-ischiensis_contig67.17562.1	prot_S-promiscuus_M_contig48.14057.1
OG0001916	Ddudresnayi_g28593.t1	prot_D-herbacea_M_contig117.1340.1	Ec-10_001130.1, Ec-10_001130.2, Ec-10_001130.3, Ec-10_001130.4	Upin_00014684	prot_S-ischiensis_contig20.6181.1	prot_S-promiscuus_M_contig48.14025.1
OG0001917	Ddudresnayi_g28697.t1	prot_D-herbacea_M_contig124.1670.1, prot_D-herbacea_M_contig124.1671.1, prot_D-herbacea_M_contig124.1672.1	Ec-03_005290.1, Ec-03_005290.2	Upin_00026009	prot_S-ischiensis_contig65.17400.1	prot_S-promiscuus_M_contig27.7832.1
OG0001918	Ddudresnayi_g28724.t1	prot_D-herbacea_M_contig124.1694.1	Ec-00_007830.1, Ec-00_007830.2, Ec-03_003400.1	Upin_00026111	prot_S-ischiensis_contig45.13317.1	prot_S-promiscuus_M_contig27.7979.1, prot_S-promiscuus_M_contig27.7980.1
OG0001919	Ddudresnayi_g28799.t1, Ddudresnayi_g28799.t2	prot_D-herbacea_M_contig419.10569.1	Ec-14_003440.1, Ec-18_000390.2, Ec-18_000400.1, Ec-18_000420.1	Upin_00005254		prot_S-promiscuus_M_contig30.9766.1
OG0001920	Ddudresnayi_g28819.t1, Ddudresnayi_g28820.t1, Ddudresnayi_g28821.t1	prot_D-herbacea_M_contig72.14441.1	Ec-18_002080.1	Upin_00004668	prot_S-ischiensis_contig22.6873.1, prot_S-ischiensis_contig22.6876.1	prot_S-promiscuus_M_contig30.9601.1
OG0001921	Ddudresnayi_g28826.t1, Ddudresnayi_g28827.t1, Ddudresnayi_g28828.t1, Ddudresnayi_g28829.t1	prot_D-herbacea_M_contig72.14439.1	Ec-18_002100.1	Upin_00004669, Upin_00005330		prot_S-promiscuus_M_contig30.9599.1
OG0001922	Ddudresnayi_g28889.t1, Ddudresnayi_g28890.t1, Ddudresnayi_g28891.t1	prot_D-herbacea_M_contig72.14396.1, prot_D-herbacea_M_contig72.14397.1	Ec-18_001630.1	Upin_00004876	prot_S-ischiensis_contig20.5947.1	prot_S-promiscuus_M_contig30.9656.1
OG0001923	Ddudresnayi_g28970.t1	prot_D-herbacea_M_contig45.11046.1, prot_D-herbacea_M_contig45.11047.1, prot_D-herbacea_M_contig45.11048.1	Ec-00_006720.1			prot_S-promiscuus_M_contig28.8339.1, prot_S-promiscuus_M_contig28.8340.1, prot_S-promiscuus_M_contig28.8341.1, prot_S-promiscuus_M_contig28.8342.1
OG0001924	Ddudresnayi_g29000.t1	prot_D-herbacea_M_contig147.2712.1	Ec-18_002750.1, Ec-18_002750.2, Ec-18_002750.3, Ec-18_002750.4	Upin_00004938	prot_S-ischiensis_contig55.15415.1	prot_S-promiscuus_M_contig28.8316.1
OG0001925	Ddudresnayi_g29124.t1, Ddudresnayi_g29125.t1, Ddudresnayi_g29126.t1, Ddudresnayi_g29127.t1	prot_D-herbacea_M_contig36.9335.1	Ec-18_003440.1	Upin_00004724	prot_S-ischiensis_contig55.15337.1	prot_S-promiscuus_M_contig28.8211.1
OG0001926	Ddudresnayi_g29144.t1	prot_D-herbacea_M_contig209.5441.1	Ec-18_003080.1, Ec-18_003080.2, Ec-18_003080.3	Upin_00004953	prot_S-ischiensis_contig55.15333.1, prot_S-ischiensis_contig55.15334.1	prot_S-promiscuus_M_contig28.8268.1
OG0001927	Ddudresnayi_g29210.t1	prot_D-herbacea_M_contig884.15548.1, prot_D-herbacea_M_contig884.15549.1	Ec-20_001890.1, Ec-20_001890.3	Upin_00007377	prot_S-ischiensis_contig11.2306.1, prot_S-ischiensis_contig50.14685.1	prot_S-promiscuus_M_contig45.13743.1
OG0001928	Ddudresnayi_g29410.t1, Ddudresnayi_g29411.t1	prot_D-herbacea_M_contig96.16058.1	Ec-20_001900.1, Ec-20_001900.3, Ec-20_001900.4	Upin_00008260	prot_S-ischiensis_contig11.2126.1	prot_S-promiscuus_M_contig45.13742.1
OG0001929	Ddudresnayi_g29440.t1, Ddudresnayi_g29441.t1	prot_D-herbacea_M_contig127.1789.1	Ec-20_002110.1, Ec-20_002110.2	Upin_00006986	prot_S-ischiensis_contig67.17643.1, prot_S-ischiensis_contig67.17644.1	prot_S-promiscuus_M_contig8.18452.1
OG0001930	Ddudresnayi_g29445.t1	prot_D-herbacea_M_contig127.1791.1	Ec-20_002090.1, Ec-20_002090.2, Ec-20_002090.3, Ec-20_002090.4	Upin_00007394	prot_S-ischiensis_contig63.17116.1	prot_S-promiscuus_M_contig8.18494.1
OG0001931	Ddudresnayi_g29515.t1, Ddudresnayi_g29516.t1	prot_D-herbacea_M_contig255.6831.1	Ec-20_001110.1, Ec-20_001110.2	Upin_00007013, Upin_00007024	prot_S-ischiensis_contig11.1988.1	prot_S-promiscuus_M_contig8.18224.1
OG0001932	Ddudresnayi_g29615.t1	prot_D-herbacea_M_contig81.15122.1	Ec-02_005150.1, Ec-13_002040.1, Ec-sdr_f_000110.1	Upin_00007576	prot_S-ischiensis_contig82.19905.1	prot_S-promiscuus_M_contig1.160.1, prot_S-promiscuus_M_contig8.17939.1
OG0001933	Ddudresnayi_g29686.t1	prot_D-herbacea_M_contig115.1271.1	Ec-02_005970.1, Ec-02_005970.2, Ec-02_005970.3	Upin_00008441, Upin_00008442	prot_S-ischiensis_contig17.4355.1	prot_S-promiscuus_M_contig8.17900.1
OG0001934	Ddudresnayi_g29687.t1, Ddudresnayi_g29688.t1, Ddudresnayi_g29689.t1	prot_D-herbacea_M_contig115.1272.1	Ec-02_005950.1	Upin_00007538, Upin_00007539	prot_S-ischiensis_contig17.4570.1	prot_S-promiscuus_M_contig8.17888.1
OG0001935	Ddudresnayi_g29722.t1, Ddudresnayi_g29723.t1	prot_D-herbacea_M_contig70.14231.1	Ec-00_000160.1, Ec-02_004930.1, Ec-02_004930.2	Upin_00007105	prot_S-ischiensis_contig23.7228.1	prot_S-promiscuus_M_contig8.17992.1
OG0001936	Ddudresnayi_g29751.t1, Ddudresnayi_g29751.t2, Ddudresnayi_g29752.t1	prot_D-herbacea_M_contig70.14255.1	Ec-02_006180.1, Ec-02_006180.2	Upin_00007534	prot_S-ischiensis_contig17.4254.1	prot_S-promiscuus_M_contig8.17863.1
OG0001937	Ddudresnayi_g29766.t1	prot_D-herbacea_M_contig70.14272.1, prot_D-herbacea_M_contig70.14273.1, prot_D-herbacea_M_contig70.14274.1	Ec-02_004810.1	Upin_00007093	prot_S-ischiensis_contig77.19040.1, prot_S-ischiensis_contig77.19041.1	prot_S-promiscuus_M_contig8.18006.1
OG0001938	Ddudresnayi_g29805.t1, Ddudresnayi_g29806.t1	prot_D-herbacea_M_contig7.14196.1	Ec-02_004730.1, Ec-02_004730.2	Upin_00007493	prot_S-ischiensis_contig49.14055.1	prot_S-promiscuus_M_contig8.18013.1, prot_S-promiscuus_M_contig8.18014.1
OG0001939	Ddudresnayi_g29841.t1	prot_D-herbacea_M_contig7.14169.1	Ec-02_004580.1, Ec-07_006660.1	Upin_00008398	prot_S-ischiensis_contig37.11295.1	prot_S-promiscuus_M_contig26.7604.1, prot_S-promiscuus_M_contig43.13316.1, prot_S-promiscuus_M_contig8.18061.1
OG0001940	Ddudresnayi_g29843.t1	prot_D-herbacea_M_contig7.14167.1	Ec-02_004520.1, Ec-02_004530.1	Upin_00007486	prot_S-ischiensis_contig17.4345.1, prot_S-ischiensis_contig17.4347.1	prot_S-promiscuus_M_contig8.18052.1, prot_S-promiscuus_M_contig8.18053.1
OG0001941	Ddudresnayi_g29882.t1, Ddudresnayi_g29883.t1	prot_D-herbacea_M_contig7.14139.1	Ec-02_003360.1, Ec-02_003360.2, Ec-02_003360.3	Upin_00007065	prot_S-ischiensis_contig17.4351.1	prot_S-promiscuus_M_contig8.18099.1
OG0001942	Ddudresnayi_g29906.t1, Ddudresnayi_g29907.t1	prot_D-herbacea_M_contig7.14124.1	Ec-02_004210.1	Upin_00007473	prot_S-ischiensis_contig17.4249.1, prot_S-ischiensis_contig17.4250.1, prot_S-ischiensis_contig31.9876.1	prot_S-promiscuus_M_contig8.18092.1
OG0001943	Ddudresnayi_g29911.t1, Ddudresnayi_g29913.t1, Ddudresnayi_g29914.t1, Ddudresnayi_g29915.t1, Ddudresnayi_g29916.t1, Ddudresnayi_g29918.t1, Ddudresnayi_g29921.t1, Ddudresnayi_g29922.t1					prot_S-promiscuus_M_contig8.18020.1
OG0001944	Ddudresnayi_g29932.t1	prot_D-herbacea_M_contig7.14109.1	Ec-02_004270.1, Ec-15_003820.1	Upin_00007481	prot_S-ischiensis_contig11.2034.1, prot_S-ischiensis_contig11.2037.1	prot_S-promiscuus_M_contig8.18048.1, prot_S-promiscuus_M_contig8.18049.1
OG0001945	Ddudresnayi_g29968.t1, Ddudresnayi_g29969.t1	prot_D-herbacea_M_contig308.8310.1	Ec-02_003850.1	Upin_00007053	prot_S-ischiensis_contig11.2180.1, prot_S-ischiensis_contig11.2181.1	prot_S-promiscuus_M_contig8.18141.1, prot_S-promiscuus_M_contig8.18143.1
OG0001946	Ddudresnayi_g30004.t1, Ddudresnayi_g30005.t1	prot_D-herbacea_M_contig605.13396.1	Ec-03_001570.1	Upin_00009228, Upin_00009626	prot_S-ischiensis_contig71.18479.1	prot_S-promiscuus_M_contig31.10004.1, prot_S-promiscuus_M_contig31.10005.1
OG0001947	Ddudresnayi_g30036.t1, Ddudresnayi_g30037.t1	prot_D-herbacea_M_contig114.1204.1	Ec-03_001900.1	Upin_00009358	prot_S-ischiensis_contig47.13654.1	prot_S-promiscuus_M_contig2.5133.1, prot_S-promiscuus_M_contig2.5134.1, prot_S-promiscuus_M_contig31.9964.1
OG0001948	Ddudresnayi_g30090.t1	prot_D-herbacea_M_contig162.3485.1	Ec-03_002440.1	Upin_00009335, Upin_00009455, Upin_00009456	prot_S-ischiensis_contig108.1927.1, prot_S-ischiensis_contig68.17672.1	prot_S-promiscuus_M_contig31.9898.1
OG0001949	Ddudresnayi_g30149.t1	prot_D-herbacea_M_contig77.14733.1	Ec-03_002540.1, Ec-03_002540.2, Ec-03_002540.3	Upin_00009178, Upin_00009179	prot_S-ischiensis_contig39.11724.1	prot_S-promiscuus_M_contig31.9876.1
OG0001950	Ddudresnayi_g30192.t1	prot_D-herbacea_M_contig190.4535.1, prot_D-herbacea_M_contig190.4536.1	Ec-00_005220.1, Ec-00_005220.2	Upin_00023676, Upin_00023738	prot_S-ischiensis_contig39.11801.1	prot_S-promiscuus_M_contig27.8034.1
OG0001951	Ddudresnayi_g30230.t1, Ddudresnayi_g30231.t1	prot_D-herbacea_M_contig376.9632.1, prot_D-herbacea_M_contig376.9633.1, prot_D-herbacea_M_contig376.9634.1	Ec-23_000200.1	Upin_00005618, Upin_00005799	prot_S-ischiensis_contig7.18203.1	
OG0001952	Ddudresnayi_g30240.t1, Ddudresnayi_g30241.t1	prot_D-herbacea_M_contig376.9640.1, prot_D-herbacea_M_contig376.9641.1	Ec-23_001870.1, Ec-23_001870.2	Upin_00005455	prot_S-ischiensis_contig4.12241.1	prot_S-promiscuus_M_contig25.7456.1
OG0001953	Ddudresnayi_g30252.t1	prot_D-herbacea_M_contig107.739.1, prot_D-herbacea_M_contig107.740.1	Ec-00_010170.1, Ec-22_000080.1	Upin_00024077	prot_S-ischiensis_contig10.1230.1, prot_S-ischiensis_contig10.1232.1	prot_S-promiscuus_M_contig37.11328.1
OG0001954	Ddudresnayi_g30298.t1, Ddudresnayi_g30299.t1, Ddudresnayi_g30300.t1	prot_D-herbacea_M_contig135.2191.1, prot_D-herbacea_M_contig135.2192.1	Ec-24_000080.1	Upin_00024098	prot_S-ischiensis_contig16.4046.1	prot_S-promiscuus_M_contig37.11426.1
OG0001955	Ddudresnayi_g30365.t1, Ddudresnayi_g30366.t1	prot_D-herbacea_M_contig131.2041.1, prot_D-herbacea_M_contig131.2042.1	Ec-22_000990.1	Upin_00023981	prot_S-ischiensis_contig10.1481.1, prot_S-ischiensis_contig10.1482.1	prot_S-promiscuus_M_contig37.11385.1
OG0001956	Ddudresnayi_g30372.t1, Ddudresnayi_g30373.t1	prot_D-herbacea_M_contig131.2044.1	Ec-22_000900.1, Ec-22_000900.2	Upin_00024117, Upin_00024492	prot_S-ischiensis_contig50.14632.1	prot_S-promiscuus_M_contig13.2197.1
OG0001957	Ddudresnayi_g30412.t1, Ddudresnayi_g30413.t1, Ddudresnayi_g30414.t1	prot_D-herbacea_M_contig357.9289.1	Ec-22_003850.1, Ec-22_003850.2	Upin_00023962	prot_S-ischiensis_contig3.9067.1	prot_S-promiscuus_M_contig39.11843.1
OG0001958	Ddudresnayi_g30417.t1	prot_D-herbacea_M_contig357.9286.1	Ec-22_003870.1, Ec-22_003870.2, Ec-22_003870.3	Upin_00024122, Upin_00024124	prot_S-ischiensis_contig3.9128.1	prot_S-promiscuus_M_contig39.11846.1
OG0001959	Ddudresnayi_g30422.t1, Ddudresnayi_g30423.t1	prot_D-herbacea_M_contig357.9283.1	Ec-22_003770.1, Ec-22_003770.2, Ec-22_003770.3	Upin_00023965	prot_S-ischiensis_contig19.5128.1	prot_S-promiscuus_M_contig39.11825.1
OG0001960	Ddudresnayi_g30532.t1, Ddudresnayi_g30533.t1, Ddudresnayi_g30534.t1	prot_D-herbacea_M_contig470.11440.1	Ec-11_000540.1	Upin_00000462	prot_S-ischiensis_contig80.19806.1, prot_S-ischiensis_contig80.19807.1	prot_S-promiscuus_M_contig60.16655.1
OG0001961	Ddudresnayi_g30541.t1, Ddudresnayi_g30542.t1	prot_D-herbacea_M_contig65.13765.1	Ec-11_000460.1, Ec-11_000480.1	Upin_00000201	prot_S-ischiensis_contig7.18212.1, prot_S-ischiensis_contig7.18215.1	prot_S-promiscuus_M_contig60.16649.1
OG0001962	Ddudresnayi_g30561.t1, Ddudresnayi_g30562.t1, Ddudresnayi_g30563.t1	prot_D-herbacea_M_contig65.13748.1, prot_D-herbacea_M_contig65.13749.1	Ec-11_000780.1		prot_S-ischiensis_contig7.18080.1, prot_S-ischiensis_contig7.18082.1	prot_S-promiscuus_M_contig60.16675.1
OG0001963	Ddudresnayi_g30799.t1	prot_D-herbacea_M_contig75.14631.1	Ec-28_000480.1	Upin_00025642	prot_S-ischiensis_contig11.1979.1, prot_S-ischiensis_contig11.1980.1, prot_S-ischiensis_contig4.12263.1, prot_S-ischiensis_contig4.12264.1	prot_S-promiscuus_M_contig7.17318.1
OG0001964	Ddudresnayi_g30801.t1, Ddudresnayi_g30802.t1	prot_D-herbacea_M_contig75.14629.1	Ec-28_001060.1, Ec-28_001060.2, Ec-28_001060.3	Upin_00025640	prot_S-ischiensis_contig39.11778.1	prot_S-promiscuus_M_contig7.17317.1
OG0001965	Ddudresnayi_g30980.t1, Ddudresnayi_g30982.t1, Ddudresnayi_g30983.t1	prot_D-herbacea_M_contig2.4973.1	Ec-11_003520.1	Upin_00007727	prot_S-ischiensis_contig7.17957.1, prot_S-ischiensis_contig7.17958.1	prot_S-promiscuus_M_contig10.1200.1
OG0001966	Ddudresnayi_g31030.t1, Ddudresnayi_g31031.t1, Ddudresnayi_g31032.t1	prot_D-herbacea_M_contig2.4933.1, prot_D-herbacea_M_contig2.4935.1	Ec-11_003810.1, Ec-25_002750.1		prot_S-ischiensis_contig29.8802.1	prot_S-promiscuus_M_contig52.15317.1
OG0001967	Ddudresnayi_g31089.t1, Ddudresnayi_g31091.t1	prot_D-herbacea_M_contig2.4870.1	Ec-11_004150.1	Upin_00007190, Upin_00008518, Upin_00008519	prot_S-ischiensis_contig6.16391.1	prot_S-promiscuus_M_contig10.1124.1
OG0001968	Ddudresnayi_g31132.t1	prot_D-herbacea_M_contig2.4840.1	Ec-11_004510.1, Ec-11_004510.2	Upin_00008085, Upin_00008086	prot_S-ischiensis_contig73.18612.1	prot_S-promiscuus_M_contig10.1112.1, prot_S-promiscuus_M_contig10.1113.1
OG0001969	Ddudresnayi_g31151.t1, Ddudresnayi_g31152.t1	prot_D-herbacea_M_contig2.4825.1	Ec-11_004880.1, Ec-11_004880.2	Upin_00007215, Upin_00007216	prot_S-ischiensis_contig40.12390.1	prot_S-promiscuus_M_contig10.1071.1
OG0001970	Ddudresnayi_g31277.t1, Ddudresnayi_g31278.t1	prot_D-herbacea_M_contig32.8540.1	Ec-26_002760.1, Ec-26_002760.2	Upin_00026607	prot_S-ischiensis_contig20.6098.1, prot_S-ischiensis_contig20.6099.1	prot_S-promiscuus_M_contig16.3670.1
OG0001971	Ddudresnayi_g31285.t1	prot_D-herbacea_M_contig32.8545.1	Ec-26_002330.1, Ec-26_002330.2, Ec-26_002330.3, Ec-26_002330.5	Upin_00026615	prot_S-ischiensis_contig38.11527.1	prot_S-promiscuus_M_contig16.3653.1
OG0001972	Ddudresnayi_g31308.t1	prot_D-herbacea_M_contig32.8562.1	Ec-26_002550.1, Ec-26_002550.2, Ec-26_002550.3	Upin_00026628	prot_S-ischiensis_contig8.19741.1	prot_S-promiscuus_M_contig16.3635.1, prot_S-promiscuus_M_contig16.3636.1
OG0001973	Ddudresnayi_g31313.t1	prot_D-herbacea_M_contig32.8564.1	Ec-26_002860.1, Ec-26_002860.2, Ec-26_002860.3	Upin_00026566	prot_S-ischiensis_contig1.285.1, prot_S-ischiensis_contig2.5261.1	prot_S-promiscuus_M_contig14.2679.1
OG0001974	Ddudresnayi_g31337.t1, Ddudresnayi_g31338.t1	prot_D-herbacea_M_contig32.8579.1	Ec-26_002990.1, Ec-26_002990.2, Ec-26_002990.3	Upin_00026875	prot_S-ischiensis_contig68.17686.1	prot_S-promiscuus_M_contig16.3730.1
OG0001975	Ddudresnayi_g31349.t1, Ddudresnayi_g31350.t1	prot_D-herbacea_M_contig32.8589.1, prot_D-herbacea_M_contig32.8590.1	Ec-00_006560.1, Ec-00_006560.2	Upin_00026567	prot_S-ischiensis_contig8.19749.1	prot_S-promiscuus_M_contig14.2686.1
OG0001976	Ddudresnayi_g31351.t1	prot_D-herbacea_M_contig32.8591.1	Ec-00_005590.1, Ec-00_005590.2	Upin_00026600	prot_S-ischiensis_contig1.696.1, prot_S-ischiensis_contig23.7266.1, prot_S-ischiensis_contig23.7267.1	prot_S-promiscuus_M_contig16.3678.1
OG0001977	Ddudresnayi_g31354.t1	prot_D-herbacea_M_contig32.8593.1, prot_D-herbacea_M_contig32.8596.1	Ec-26_003140.1, Ec-26_003140.3	Upin_00026892	prot_S-ischiensis_contig1.856.1, prot_S-ischiensis_contig17.4237.1	prot_S-promiscuus_M_contig16.3680.1
OG0001978	Ddudresnayi_g31408.t1, Ddudresnayi_g31409.t1, Ddudresnayi_g31410.t1	prot_D-herbacea_M_contig142.2538.1, prot_D-herbacea_M_contig142.2541.1	Ec-26_001900.1	Upin_00026637	prot_S-ischiensis_contig1.604.1	prot_S-promiscuus_M_contig16.3609.1
OG0001979	Ddudresnayi_g31423.t1	prot_D-herbacea_M_contig142.2526.1, prot_D-herbacea_M_contig142.2527.1	Ec-00_011210.1, Ec-26_002070.1	Upin_00026801	prot_S-ischiensis_contig53.15122.1	prot_S-promiscuus_M_contig16.3597.1, prot_S-promiscuus_M_contig16.3598.1
OG0001980	Ddudresnayi_g31448.t1	prot_D-herbacea_M_contig332.8906.1, prot_D-herbacea_M_contig332.8907.1	Ec-00_008230.1, Ec-00_008230.3, Ec-26_002300.1	Upin_00027100	prot_S-ischiensis_contig1.85.1	prot_S-promiscuus_M_contig16.3572.1
OG0001981	Ddudresnayi_g31571.t1, Ddudresnayi_g31574.t1		Ec-26_000520.1, Ec-26_000520.2, Ec-26_000520.3, Ec-26_000520.4	Upin_00026791, Upin_00027072		prot_S-promiscuus_M_contig16.3485.1
OG0001982	Ddudresnayi_g31667.t1	prot_D-herbacea_M_contig141.2505.1, prot_D-herbacea_M_contig141.2507.1	Ec-08_001340.1	Upin_00016857	prot_S-ischiensis_contig22.6680.1	prot_S-promiscuus_M_contig1.72.1, prot_S-promiscuus_M_contig40.12802.1, prot_S-promiscuus_M_contig41.12927.1
OG0001983	Ddudresnayi_g31752.t1, Ddudresnayi_g31753.t1	prot_D-herbacea_M_contig165.3585.1	Ec-08_003630.1	Upin_00016871		prot_S-promiscuus_M_contig22.6297.1, prot_S-promiscuus_M_contig22.6299.1, prot_S-promiscuus_M_contig29.8691.1, prot_S-promiscuus_M_contig29.8703.1
OG0001984	Ddudresnayi_g31771.t1, Ddudresnayi_g31772.t1	prot_D-herbacea_M_contig160.3444.1, prot_D-herbacea_M_contig160.3445.1	Ec-08_003810.1	Upin_00017235	prot_S-ischiensis_contig18.4902.1, prot_S-ischiensis_contig18.4904.1	prot_S-promiscuus_M_contig29.8675.1
OG0001985	Ddudresnayi_g31815.t1, Ddudresnayi_g31816.t1, Ddudresnayi_g31832.t1	prot_D-herbacea_M_contig621.13535.1	Ec-08_004250.1	Upin_00016943, Upin_00016961, Upin_00017311		prot_S-promiscuus_M_contig29.8620.1
OG0001986	Ddudresnayi_g31880.t1	prot_D-herbacea_M_contig106.689.1, prot_D-herbacea_M_contig106.707.1	Ec-08_004820.1, Ec-08_004870.1	Upin_00017295, Upin_00017296		prot_S-promiscuus_M_contig29.8569.1, prot_S-promiscuus_M_contig29.8573.1
OG0001987	Ddudresnayi_g31972.t1	prot_D-herbacea_M_contig134.2185.1	Ec-02_001210.1, Ec-02_001210.2	Upin_00013999	prot_S-ischiensis_contig14.3322.1, prot_S-ischiensis_contig31.9896.1, prot_S-ischiensis_contig69.17808.1	prot_S-promiscuus_M_contig50.15071.1
OG0001988	Ddudresnayi_g31978.t1	prot_D-herbacea_M_contig134.2180.1	Ec-02_001370.1, Ec-02_001370.3, Ec-02_001370.4, Ec-02_001370.5, Ec-02_001370.6	Upin_00013838		prot_S-promiscuus_M_contig50.15061.1
OG0001989	Ddudresnayi_g31995.t1		Ec-02_001590.1, Ec-02_001590.2, Ec-02_001590.3, Ec-02_001590.4	Upin_00013848	prot_S-ischiensis_contig69.17837.1, prot_S-ischiensis_contig69.17838.1	prot_S-promiscuus_M_contig50.15027.1
OG0001990	Ddudresnayi_g32004.t1	prot_D-herbacea_M_contig134.2154.1, prot_D-herbacea_M_contig134.2155.1	Ec-02_001640.1	Upin_00014014	prot_S-ischiensis_contig49.13933.1, prot_S-ischiensis_contig85.20116.1, prot_S-ischiensis_contig85.20117.1	prot_S-promiscuus_M_contig50.15024.1
OG0001991	Ddudresnayi_g32031.t1	prot_D-herbacea_M_contig239.6418.1	Ec-02_001950.1, Ec-23_004110.1	Upin_00005578, Upin_00013860	prot_S-ischiensis_contig51.14775.1	prot_S-promiscuus_M_contig17.4025.1, prot_S-promiscuus_M_contig40.12845.1
OG0001992	Ddudresnayi_g32052.t1	prot_D-herbacea_M_contig280.7657.1	Ec-02_002040.1	Upin_00014046	prot_S-ischiensis_contig49.14049.1, prot_S-ischiensis_contig49.14050.1, prot_S-ischiensis_contig53.15077.1, prot_S-ischiensis_contig85.20134.1	prot_S-promiscuus_M_contig17.3986.1
